大学名称,No.,地区名,国公私立,大学グループ（分数カウントに基づくもの）,国際卓越（採択：◎、申請：○）,地域中核,論文数（５年合計値）2007-2011,論文数（５年合計値）2012-2017,論文数（５年合計値）2017-2021,化学論文数（５年合計値）2007-2011,化学論文数（５年合計値）2012-2017,化学論文数（５年合計値）2017-2021,材料科学論文数（５年合計値）2007-2011,材料科学論文数（５年合計値）2012-2017,材料科学論文数（５年合計値）2017-2021,物理学論文数（５年合計値）2007-2011,物理学論文数（５年合計値）2012-2017,物理学論文数（５年合計値）2017-2021,計算機・数学論文数（５年合計値）2007-2011,計算機・数学論文数（５年合計値）2012-2017,計算機・数学論文数（５年合計値）2017-2021,工学論文数（５年合計値）2007-2011,工学論文数（５年合計値）2012-2017,工学論文数（５年合計値）2017-2021,環境・地球科学論文数（５年合計値）2007-2011,環境・地球科学論文数（５年合計値）2012-2017,環境・地球科学論文数（５年合計値）2017-2021,臨床医学論文数（５年合計値）2007-2011,臨床医学論文数（５年合計値）2012-2017,臨床医学論文数（５年合計値）2017-2021,基礎生命科学論文数（５年合計値)2007-2011,基礎生命科学論文数（５年合計値）2012-2017,基礎生命科学論文数（５年合計値）2017-2021,Top10%補正論文数（５年合計値）2007-2011,Top10%補正論文数（５年合計値）2012-2017,Top10%補正論文数（５年合計値）2017-2021,化学Top10%補正論文数（５年合計値）2007-2011,化学Top10%補正論文数（５年合計値）2012-2017,化学Top10%補正論文数（５年合計値）2017-2021,材料科学Top10%補正論文数（５年合計値）2007-2011,材料科学Top10%補正論文数（５年合計値）2012-2017,材料科学Top10%補正論文数（５年合計値）2017-2021,物理学Top10%補正論文数（５年合計値）2007-2011,物理学Top10%補正論文数（５年合計値）2012-2017,物理学Top10%補正論文数（５年合計値）2017-2021,計算機・数学Top10%補正論文数（５年合計値）2007-2011,計算機・数学Top10%補正論文数（５年合計値）2012-2017,計算機・数学Top10%補正論文数（５年合計値）2017-2021,工学Top10%補正論文数（５年合計値）2007-2011,工学Top10%補正論文数（５年合計値）2012-2017,工学Top10%補正論文数（５年合計値）2017-2021,環境・地球科学Top10%補正論文数（５年合計値）2007-2011,環境・地球科学Top10%補正論文数（５年合計値）2012-2017,環境・地球科学Top10%補正論文数（５年合計値）2017-2021,臨床医学Top10%補正論文数（５年合計値）2007-2011,臨床医学Top10%補正論文数（５年合計値）2012-2017,臨床医学Top10%補正論文数（５年合計値）2017-2021,基礎生命科学Top10%補正論文数（５年合計値)2007-2011,基礎生命科学Top10%補正論文数（５年合計値）2012-2017,基礎生命科学Top10%補正論文数（５年合計値）2017-2021,リードしている論文数（５年合計値）2007-2011,リードしている論文数（５年合計値）2012-2017,リードしている論文数（５年合計値）2017-2021,リードしている化学論文数（５年合計値）2007-2011,リードしている化学論文数（５年合計値）2012-2017,リードしている化学論文数（５年合計値）2017-2021,リードしている材料科学論文数（５年合計値）2007-2011,リードしている材料科学論文数（５年合計値）2012-2017,リードしている材料科学論文数（５年合計値）2017-2021,リードしている物理学論文数（５年合計値）2007-2011,リードしている物理学論文数（５年合計値）2012-2017,リードしている物理学論文数（５年合計値）2017-2021,リードしている計算機・数学論文数（５年合計値）2007-2011,リードしている計算機・数学論文数（５年合計値）2012-2017,リードしている計算機・数学論文数（５年合計値）2017-2021,リードしている工学論文数（５年合計値）2007-2011,リードしている工学論文数（５年合計値）2012-2017,リードしている工学論文数（５年合計値）2017-2021,リードしている環境・地球科学論文数（５年合計値）2007-2011,リードしている環境・地球科学論文数（５年合計値）2012-2017,リードしている環境・地球科学論文数（５年合計値）2017-2021,リードしている臨床医学論文数（５年合計値）2007-2011,リードしている臨床医学論文数（５年合計値）2012-2017,リードしている臨床医学論文数（５年合計値）2017-2021,リードしている基礎生命科学論文数（５年合計値)2007-2011,リードしている基礎生命科学論文数（５年合計値）2012-2017,リードしている基礎生命科学論文数（５年合計値）2017-2021,医学・基礎生命科学系論文割合（５年合計値）2017-2021,医学・基礎生命科学を除いた論文数（５年合計値）2017-2021,日本全体の論文数に占める割合（５年合計値）2017-2021,Top10%補正論文割合（５年合計値）2007-2011,Top10%補正論文割合（５年合計値）2012-2017,Top10%補正論文割合（５年合計値）2017-2021,化学Top10%補正論文割合（５年合計値）2007-2011,化学Top10%補正論文割合（５年合計値）2012-2017,化学Top10%補正論文割合（５年合計値）2017-2021,材料科学Top10%補正論文割合（５年合計値）2007-2011,材料科学Top10%補正論文割合（５年合計値）2012-2017,材料科学Top10%補正論文割合（５年合計値）2017-2021,物理学Top10%補正論文割合（５年合計値）2007-2011,物理学Top10%補正論文割合（５年合計値）2012-2017,物理学Top10%補正論文割合（５年合計値）2017-2021,計算機・数学Top10%補正論文割合（５年合計値）2007-2011,計算機・数学Top10%補正論文割合（５年合計値）2012-2017,計算機・数学Top10%補正論文割合（５年合計値）2017-2021,工学Top10%補正論文割合（５年合計値）2007-2011,工学Top10%補正論文割合（５年合計値）2012-2017,工学Top10%補正論文割合（５年合計値）2017-2021,環境・地球科学Top10%補正論文割合（５年合計値）2007-2011,環境・地球科学Top10%補正論文（５年合計値）2012-2017,環境・地球科学Top10%補正論文割合（５年合計値）2017-2021,臨床医学Top10%補正論文割合（５年合計値）2007-2011,臨床医学Top10%補正論文（５年合計値）2012-2017,臨床医学Top10%補正論文割合（５年合計値）2017-2021,基礎生命科学Top10%補正論文割合（５年合計値)2007-2011,基礎生命科学Top10%補正論文割合（５年合計値）2012-2017,基礎生命科学Top10%補正論文割合（５年合計値）2017-2021
京都薬科大学,116,近畿地区,03_私立大学,4G,,,741,603,614,265,148,138,3,5,6,4,2,1,0,0,0,0,0,0,4,3,1,49,85,94,385,360,371,28,23,17,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,15,15,13,451,308,308,187,78,66,1,3,2,2,1,0,0,0,0,0,0,0,2,0,0,33,33,32,226,194,209,0.75732899,146,0.001026835,0.037786775,0.03814262,0.027687296,0.018867925,0.027027027,0.014492754,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.047058824,0.021276596,0.038961039,0.041666667,0.035040431
杏林大学,117,東京都,03_私立大学,4G,,,867,1003,1662,7,4,14,0,1,3,11,16,11,1,1,0,2,3,3,0,1,7,511,645,1152,328,331,447,79,119,176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,94,148,26,24,28,390,353,503,3,2,5,0,0,0,7,13,6,1,0,0,1,0,0,0,0,2,248,236,355,128,102,130,0.962093863,38,0.002779478,0.0911188,0.118644068,0.10589651,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.101761252,0.145736434,0.128472222,0.079268293,0.072507553,0.062639821
近畿大学,118,近畿地区,03_私立大学,3G,,,3376,3860,4808,588,582,554,117,73,130,259,224,278,112,75,79,85,91,142,37,68,129,956,1399,1978,1208,1328,1497,239,350,507,30,28,15,4,4,2,33,24,29,2,1,2,2,3,4,0,2,9,116,22,363,50,65,79,1875,2008,2199,429,382,356,64,29,58,109,79,93,62,44,49,56,49,76,12,24,54,487,644,753,648,751,757,0.722753744,1312,0.008040752,0.070793839,0.090673575,0.105449251,0.051020408,0.048109966,0.027075812,0.034188034,0.054794521,0.015384615,0.127413127,0.107142857,0.104316547,0.017857143,0.013333333,0.025316456,0.023529412,0.032967033,0.028169014,0,0.029411765,0.069767442,0.121338912,0.015725518,0.183518706,0.041390728,0.048945783,0.052772211
久留米大学,119,九州・沖縄地区,03_私立大学,4G,,,1602,1726,2186,6,19,33,3,2,2,5,3,26,18,12,9,0,0,0,3,1,13,1044,1196,1556,504,470,532,138,183,226,1,1,2,1,1,1,0,0,2,4,0,1,0,0,0,1,0,0,95,137,185,35,44,33,875,839,774,0,4,10,1,1,0,5,1,9,14,11,8,0,0,0,0,1,7,605,598,562,242,213,176,0.955169259,83,0.0036558,0.086142322,0.106025492,0.103385178,0.166666667,0.052631579,0.060606061,0.333333333,0.5,0.5,0,0,0.076923077,0.222222222,0,0.111111111,0,0,0,0.333333333,0,0,0.090996169,0.114548495,0.118894602,0.069444444,0.093617021,0.062030075
慶應義塾大学,120,東京都,03_私立大学,2G,,○,7353,8934,11659,807,871,978,236,240,337,743,867,975,431,394,491,493,508,666,52,76,192,2424,3282,4728,2105,2618,3093,708,933,1180,83,61,53,19,19,14,47,72,90,13,18,31,28,31,52,8,3,20,287,428,596,214,298,315,4115,4582,5302,568,607,629,131,131,190,447,508,507,289,247,282,324,314,422,22,25,61,1293,1622,1912,1008,1107,1220,0.670812248,3639,0.019498155,0.09628723,0.104432505,0.101209366,0.102850062,0.070034443,0.054192229,0.080508475,0.079166667,0.041543027,0.063257066,0.083044983,0.092307692,0.030162413,0.045685279,0.063136456,0.056795132,0.061023622,0.078078078,0.153846154,0.039473684,0.104166667,0.11839934,0.130408288,0.12605753,0.101662708,0.113827349,0.101842871
工学院大学,121,東京都,03_私立大学,4G,,,323,438,724,102,126,157,38,55,90,77,106,201,18,26,55,35,54,78,18,9,17,10,10,22,25,51,103,11,37,59,0,8,6,3,4,4,3,17,34,0,0,2,1,5,3,0,0,2,0,0,1,4,3,6,177,184,295,71,64,88,22,29,53,27,27,41,12,13,29,23,27,37,12,1,6,1,0,4,9,23,38,0.172651934,598,0.001210795,0.034055728,0.084474886,0.081491713,0,0.063492063,0.038216561,0.078947368,0.072727273,0.044444444,0.038961039,0.160377358,0.169154229,0,0,0.036363636,0.028571429,0.092592593,0.038461538,0,0,0.117647059,0,0,0.045454545,0.16,0.058823529,0.058252427
甲南大学,122,近畿地区,03_私立大学,4G,,,391,487,544,68,150,156,13,18,20,186,161,173,16,16,10,23,29,19,0,4,7,8,13,8,74,95,142,44,41,51,8,11,7,3,3,0,26,23,23,0,0,0,3,0,0,0,0,1,1,0,0,3,3,20,160,209,194,42,84,78,6,10,11,51,36,29,10,9,4,4,6,4,0,0,1,3,7,6,44,57,60,0.275735294,385,0.000909769,0.112531969,0.084188912,0.09375,0.117647059,0.073333333,0.044871795,0.230769231,0.166666667,0,0.139784946,0.142857143,0.132947977,0,0,0,0.130434783,0,0,0,0,0.142857143,0.125,0,0,0.040540541,0.031578947,0.14084507
神戸学院大学,123,近畿地区,03_私立大学,その他,,,336,359,305,54,40,31,6,2,0,4,7,4,3,3,4,10,3,0,2,3,9,55,83,89,202,216,165,8,9,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,9,5,4,1,187,175,138,27,13,14,0,0,0,2,3,2,1,2,0,1,1,0,1,0,4,29,24,33,126,132,83,0.832786885,48,0.000510073,0.023809524,0.025069638,0.039344262,0,0,0.032258065,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.018181818,0.048192771,0.101123596,0.024752475,0.018518519,0.006060606
神戸薬科大学,124,近畿地区,03_私立大学,4G,,,384,345,382,104,76,89,2,2,5,2,0,0,2,1,0,0,0,0,8,4,5,57,55,59,208,206,224,26,19,20,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,13,13,10,196,171,167,83,61,58,0,0,2,2,0,0,0,1,0,0,0,0,1,3,1,12,7,17,98,100,89,0.740837696,99,0.000638845,0.067708333,0.055072464,0.052356021,0.038461538,0,0.033707865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0.109090909,0.118644068,0.0625,0.063106796,0.044642857
国際医療福祉大学,125,栃木・群馬・茨城県,03_私立大学,4G,,,594,809,2177,24,23,63,6,1,2,1,6,10,1,6,2,2,0,3,2,0,12,357,519,1413,190,243,632,33,67,190,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,27,54,148,3,11,37,151,209,455,4,6,21,3,0,1,0,0,1,0,2,0,1,0,0,1,0,2,106,141,279,32,59,139,0.9393661,92,0.003640748,0.055555556,0.082818294,0.087276068,0.041666667,0,0.015873016,0.166666667,0,0.5,0,0.166666667,0.1,0,0,0,0,0,0,0,0,0,0.075630252,0.104046243,0.104741684,0.015789474,0.04526749,0.058544304
埼玉医科大学,126,埼玉・千葉・神奈川県,03_私立大学,4G,,,1487,2048,2675,5,20,56,0,1,1,9,68,21,2,0,0,0,5,5,1,0,4,941,1345,1957,518,598,619,113,149,261,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,75,108,210,38,35,50,627,818,889,0,10,17,0,0,0,3,48,7,2,0,0,0,2,2,0,0,2,440,551,675,179,207,183,0.962990654,87,0.004473588,0.07599193,0.072753906,0.097570093,0,0,0.017857143,0,0,0,0,0.073529412,0,0,0,0,0,0,0,0,0,0,0.079702444,0.080297398,0.107307103,0.073359073,0.058528428,0.080775444
産業医科大学,127,九州・沖縄地区,03_私立大学,4G,,,1329,1467,1772,8,13,35,3,7,4,3,12,25,13,3,3,9,7,8,13,17,27,732,900,1080,434,397,437,95,152,185,0,1,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,3,71,113,143,19,27,26,738,726,802,1,6,19,2,7,3,0,3,8,5,2,1,4,4,2,6,4,9,432,462,474,234,187,200,0.856094808,102,0.002963439,0.071482318,0.103612815,0.104401806,0,0.076923077,0,0,0,0,0,0.25,0.12,0,0,0,0,0.142857143,0,0.076923077,0,0.111111111,0.096994536,0.125555556,0.132407407,0.043778802,0.068010076,0.059496568
自治医科大学,128,栃木・群馬・茨城県,03_私立大学,3G,,,1790,2585,3379,8,11,44,1,3,6,0,0,11,0,0,3,1,3,6,8,4,13,1142,1772,2356,574,750,907,155,263,384,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,103,201,310,46,54,68,1006,1240,1391,1,4,13,1,0,1,0,0,1,0,0,1,1,0,3,4,2,8,680,879,1043,284,333,311,0.965670317,83,0.005650936,0.086592179,0.101740812,0.11364309,0,0.090909091,0.068181818,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.090192644,0.113431151,0.131578947,0.080139373,0.072,0.074972437
芝浦工業大学,129,東京都,03_私立大学,4G,,,564,642,1208,95,99,178,98,98,230,150,135,220,48,68,112,92,137,272,4,9,50,26,34,55,49,60,90,24,36,79,5,6,4,4,6,11,5,3,16,0,5,14,9,12,21,0,0,8,1,2,1,0,1,4,285,332,564,53,61,113,44,52,93,62,49,84,31,42,60,60,74,137,3,4,20,8,21,23,23,27,35,0.120033113,1062,0.002020222,0.042553191,0.056074766,0.065397351,0.052631579,0.060606061,0.02247191,0.040816327,0.06122449,0.047826087,0.033333333,0.022222222,0.072727273,0,0.073529412,0.125,0.097826087,0.087591241,0.077205882,0,0,0.16,0.038461538,0.058823529,0.018181818,0,0.016666667,0.044444444
順天堂大学,130,東京都,03_私立大学,3G,,,2869,3675,5200,18,21,72,6,2,3,19,32,14,3,4,2,1,1,6,4,6,39,1671,2249,3314,1128,1325,1678,282,323,489,1,0,4,2,1,1,4,4,2,0,0,1,0,0,0,0,0,1,145,197,340,129,119,137,1434,1608,2181,4,6,36,0,0,1,6,7,4,0,1,0,0,0,1,0,2,12,949,1117,1441,472,461,658,0.96,136,0.008696321,0.098292088,0.087891156,0.094038462,0.055555556,0,0.055555556,0.333333333,0.5,0.333333333,0.210526316,0.125,0.142857143,0,0,0.5,0,0,0,0,0,0.025641026,0.086774387,0.087594486,0.102595051,0.114361702,0.089811321,0.081644815
城西大学,131,埼玉・千葉・神奈川県,03_私立大学,4G,,,294,312,370,72,69,104,2,3,3,1,6,3,8,12,20,1,1,0,0,1,3,57,55,58,151,163,177,12,4,8,3,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,6,3,4,169,192,196,35,45,55,1,2,1,1,5,2,5,4,11,1,1,0,0,0,1,31,29,24,95,107,100,0.635135135,133,0.000618777,0.040816327,0.012820513,0.021621622,0.041666667,0,0.009615385,0.5,0,0,0,0.166666667,0,0,0,0.05,1,0,0,0,0,0,0.01754386,0,0.034482759,0.039735099,0.018404908,0.02259887
上智大学,132,東京都,03_私立大学,4G,,,700,782,867,198,192,200,53,63,70,256,261,223,47,39,67,65,78,93,10,35,59,13,14,20,56,90,119,30,52,59,6,8,12,1,3,3,17,22,23,0,2,1,4,6,12,0,2,3,0,0,0,2,6,3,386,407,426,110,137,132,32,36,32,121,105,82,35,20,40,43,43,52,4,16,15,6,1,6,34,48,54,0.160322953,712,0.001449944,0.042857143,0.066496164,0.06805075,0.03030303,0.041666667,0.06,0.018867925,0.047619048,0.042857143,0.06640625,0.084291188,0.103139013,0,0.051282051,0.014925373,0.061538462,0.076923077,0.129032258,0,0.057142857,0.050847458,0,0,0,0.035714286,0.066666667,0.025210084
昭和大学,133,東京都,03_私立大学,4G,,,1841,1896,2611,66,51,95,7,11,13,3,2,6,8,8,5,4,1,7,2,5,18,1030,1141,1671,707,653,767,104,149,231,2,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,72,105,179,27,41,47,963,832,1040,45,22,54,4,4,4,1,1,3,4,2,1,3,0,2,0,2,4,567,493,672,333,299,292,0.933741861,144,0.004366557,0.056491037,0.078586498,0.08847185,0.03030303,0.019607843,0.031578947,0.142857143,0,0,0,0,0,0,0.125,0,0,0,0.142857143,0,0,0,0.069902913,0.09202454,0.107121484,0.038189533,0.062787136,0.061277705
昭和薬科大学,134,東京都,03_私立大学,4G,,,365,376,561,96,68,115,0,0,4,3,17,120,0,0,0,0,0,1,6,2,6,28,29,24,232,259,290,14,15,27,3,1,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,1,3,1,10,8,8,193,155,208,79,36,67,0,0,2,2,3,0,0,0,0,0,0,1,2,2,0,15,8,4,95,106,135,0.559714795,246,0.000938199,0.038356164,0.039893617,0.048128342,0.03125,0.014705882,0,0,0,0,0,0.117647059,0.15,0,0,0,0,0,0,0,0,0,0.035714286,0.103448276,0.041666667,0.043103448,0.030888031,0.027586207
鈴鹿医療科学大学,135,東海・北陸地区,03_私立大学,その他,,,168,261,266,22,17,27,3,2,0,4,2,1,3,2,1,6,0,1,2,0,6,43,82,84,83,154,139,10,10,15,2,3,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,2,2,1,3,2,5,6,60,84,103,11,6,11,0,2,0,4,1,0,2,2,0,4,0,0,1,0,0,13,28,28,24,45,59,0.838345865,36,0.00044485,0.05952381,0.038314176,0.056390977,0.090909091,0.176470588,0.037037037,0.333333333,0,0,0,0,0,0.333333333,0.5,1,0.333333333,0,0,0,0,0.333333333,0.046511628,0.012195122,0.035714286,0.024096386,0.032467532,0.043165468
成蹊大学,136,東京都,03_私立大学,4G,,,306,289,349,97,92,95,32,14,33,45,66,65,34,33,43,41,33,33,8,22,25,17,9,8,32,20,44,16,16,19,2,5,5,1,0,2,0,4,8,1,3,0,11,1,1,0,1,2,1,2,1,0,0,0,174,143,170,63,53,50,18,7,13,25,21,28,22,16,21,24,21,21,3,7,9,4,5,2,15,13,25,0.148997135,294,0.000583657,0.052287582,0.055363322,0.054441261,0.020618557,0.054347826,0.052631579,0.03125,0,0.060606061,0,0.060606061,0.123076923,0.029411765,0.090909091,0,0.268292683,0.03030303,0.03030303,0,0.045454545,0.08,0.058823529,0.222222222,0.125,0,0,0
聖マリアンナ医科大学,137,埼玉・千葉・神奈川県,03_私立大学,4G,,,862,1128,1672,8,18,21,1,2,3,4,5,7,0,0,0,1,1,0,2,4,8,542,792,1256,289,293,370,58,111,185,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,40,90,155,16,19,27,391,439,533,2,7,5,0,0,2,1,1,1,0,0,0,1,0,0,0,1,3,256,323,401,124,102,120,0.972488038,39,0.002796202,0.067285383,0.098404255,0.110645933,0,0,0,0,0.5,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.073800738,0.113636364,0.123407643,0.055363322,0.064846416,0.072972973
聖路加国際大学,138,東京都,03_私立大学,4G,,,305,612,1187,2,0,1,0,0,1,0,0,0,5,1,4,0,1,2,0,1,19,240,533,937,42,66,159,22,55,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,51,113,1,2,9,132,200,331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,115,177,261,12,21,42,0.923336142,27,0.001985103,0.072131148,0.089869281,0.106992418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.052631579,0.0875,0.095684803,0.120597652,0.023809524,0.03030303,0.056603774
摂南大学,139,近畿地区,03_私立大学,4G,,,327,318,448,45,39,46,14,8,11,29,30,37,9,9,8,18,13,18,13,4,7,28,24,47,171,191,268,15,7,13,0,2,0,5,0,0,0,0,2,0,2,0,1,1,1,0,0,0,1,0,4,8,2,4,179,157,170,33,25,24,10,1,3,12,10,10,3,5,0,5,1,5,4,1,3,14,11,12,98,103,112,0.703125,127,0.000749222,0.04587156,0.022012579,0.029017857,0,0.051282051,0,0.357142857,0,0,0,0,0.054054054,0,0.222222222,0,0.055555556,0.076923077,0.055555556,0,0,0,0.035714286,0,0.085106383,0.046783626,0.010471204,0.014925373
創価大学,140,東京都,03_私立大学,4G,,,203,224,295,41,37,47,8,6,2,4,10,14,5,12,13,17,13,27,25,24,62,8,5,4,89,113,121,6,10,20,3,1,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,4,0,0,0,0,7,11,128,133,159,18,11,21,5,6,0,1,7,9,3,5,10,15,8,18,13,14,21,6,5,3,62,76,75,0.423728814,165,0.000493349,0.02955665,0.044642857,0.06779661,0.073170732,0.027027027,0,0,0,0,0,0,0,0,0.083333333,0,0.058823529,0,0.148148148,0.08,0.041666667,0.064516129,0,0,0,0,0.061946903,0.090909091
崇城大学,141,九州・沖縄地区,03_私立大学,4G,,,474,456,439,137,123,112,20,14,19,28,12,12,6,3,5,17,23,13,4,3,10,31,45,46,231,233,221,24,24,14,7,2,1,2,0,2,0,0,0,0,0,0,0,2,1,0,1,2,4,9,4,11,10,4,198,187,198,64,50,58,6,4,5,5,1,5,3,1,1,7,9,7,3,1,4,14,16,12,96,105,107,0.608200456,171,0.00073417,0.050632911,0.052631579,0.031890661,0.051094891,0.016260163,0.008928571,0.1,0,0.105263158,0,0,0,0,0,0,0,0.086956522,0.076923077,0,0.333333333,0.2,0.129032258,0.2,0.086956522,0.047619048,0.042918455,0.018099548
玉川大学,142,東京都,03_私立大学,その他,,,207,256,252,4,2,4,6,3,4,8,19,27,20,20,14,6,5,19,5,6,5,9,21,26,149,178,152,22,12,8,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,1,0,1,1,1,17,8,5,79,87,103,2,0,1,5,0,4,6,3,22,10,10,5,1,0,6,1,2,1,4,5,6,50,66,59,0.706349206,73,0.000421437,0.106280193,0.046875,0.031746032,0,0,0,0,0,0,0,0.052631579,0.037037037,0.15,0,0.071428571,0.166666667,0,0,0,0.166666667,0,0.111111111,0.047619048,0.038461538,0.11409396,0.04494382,0.032894737
千葉工業大学,143,埼玉・千葉・神奈川県,03_私立大学,4G,,,493,540,825,58,114,166,75,46,67,140,145,236,21,25,36,70,80,100,38,49,128,14,12,15,74,68,71,26,27,39,3,3,4,2,1,0,4,11,17,0,1,1,6,4,2,5,6,16,3,0,0,2,1,0,259,247,302,42,57,63,36,23,31,76,62,81,12,14,23,43,47,48,14,15,20,3,3,4,31,27,30,0.104242424,733,0.001379705,0.052738337,0.05,0.047272727,0.051724138,0.026315789,0.024096386,0.026666667,0.02173913,0,0.028571429,0.075862069,0.072033898,0,0.04,0.027777778,0.085714286,0.05,0.02,0.131578947,0.12244898,0.125,0.214285714,0,0,0.027027027,0.014705882,0
中央大学,144,東京都,03_私立大学,4G,,,739,1040,1218,143,271,266,47,47,91,172,183,170,108,122,128,132,137,150,19,35,85,21,64,110,91,175,207,42,62,69,17,17,15,1,3,5,11,7,7,2,6,4,1,2,3,2,3,6,1,12,13,7,10,13,416,566,541,106,181,149,29,25,52,95,110,73,53,66,65,81,93,98,8,20,25,7,10,14,36,59,61,0.260262726,890,0.002036946,0.056833559,0.059615385,0.056650246,0.118881119,0.062730627,0.056390977,0.021276596,0.063829787,0.054945055,0.063953488,0.038251366,0.041176471,0.018518519,0.049180328,0.03125,0.007575758,0.01459854,0.02,0.105263158,0.085714286,0.070588235,0.047619048,0.1875,0.118181818,0.076923077,0.057142857,0.062801932
中部大学,145,東海・北陸地区,03_私立大学,4G,,,714,949,1174,96,157,139,92,58,73,117,148,177,13,10,29,65,60,100,22,47,137,68,102,107,228,364,405,60,69,75,1,11,8,5,4,4,11,12,4,1,0,0,1,2,6,0,3,16,8,9,7,31,27,30,265,371,323,26,67,48,38,27,25,62,47,38,3,6,8,37,35,36,9,8,30,16,44,26,71,138,111,0.436115843,655,0.001963362,0.084033613,0.072708114,0.063884157,0.010416667,0.070063694,0.057553957,0.054347826,0.068965517,0.054794521,0.094017094,0.081081081,0.02259887,0.076923077,0,0,0.015384615,0.033333333,0.06,0,0.063829787,0.116788321,0.117647059,0.088235294,0.065420561,0.135964912,0.074175824,0.074074074
鶴見大学,146,埼玉・千葉・神奈川県,03_私立大学,4G,,,294,318,323,0,5,13,6,12,19,2,1,1,1,0,1,0,0,5,1,3,11,194,174,180,89,121,93,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,6,2,2,5,150,174,159,0,3,7,1,6,14,1,1,1,0,0,0,0,0,3,0,0,8,111,99,82,37,65,44,0.845201238,50,0.000540175,0.027210884,0.022012579,0.034055728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.030927835,0.022988506,0.033333333,0.02247191,0.016528926,0.053763441
帝京大学,147,東京都,03_私立大学,4G,,,1533,2158,2929,62,55,87,10,13,22,15,25,30,2,12,22,7,9,20,7,11,33,798,1274,1769,600,704,838,104,243,280,1,3,5,2,1,0,1,1,0,0,0,1,0,0,1,0,0,2,57,181,209,42,57,57,704,743,938,40,34,41,0,8,9,9,10,11,0,10,17,2,1,5,2,3,7,359,412,518,275,243,306,0.890064869,214,0.00489837,0.067840835,0.112604263,0.095595766,0.016129032,0.054545455,0.057471264,0.2,0.076923077,0,0.066666667,0.04,0,0,0,0.045454545,0,0,0.05,0,0,0.060606061,0.071428571,0.142072214,0.118145845,0.07,0.080965909,0.068019093
東海大学,148,東京都,03_私立大学,3G,,,3096,3095,3810,247,220,224,195,174,196,285,252,299,205,103,115,161,175,222,164,139,188,949,1177,1532,882,846,1007,216,250,343,18,11,12,3,7,11,19,22,31,5,7,9,4,6,27,11,8,20,121,144,171,32,45,56,1388,1242,1354,122,106,112,142,111,111,143,103,88,126,53,57,89,86,97,42,35,37,390,453,498,333,291,341,0.666404199,1244,0.006371728,0.069767442,0.080775444,0.090026247,0.072874494,0.05,0.053571429,0.015384615,0.040229885,0.056122449,0.066666667,0.087301587,0.10367893,0.024390244,0.067961165,0.07826087,0.02484472,0.034285714,0.121621622,0.067073171,0.057553957,0.106382979,0.127502634,0.122344945,0.111618799,0.036281179,0.053191489,0.055610725
東京医科大学,149,東京都,03_私立大学,4G,,,1409,1989,2835,16,11,79,9,13,44,18,14,7,0,0,5,4,4,10,2,4,30,960,1311,1835,380,601,771,106,201,330,1,1,20,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,77,142,242,21,49,60,762,897,1049,7,6,30,0,4,9,3,3,2,0,0,1,0,0,5,0,0,7,582,637,710,159,235,266,0.919223986,175,0.004741167,0.07523066,0.101055807,0.116402116,0.0625,0.090909091,0.253164557,0,0,0.022727273,0.166666667,0.214285714,0,0,0,0,0,0.25,0,0,0,0,0.080208333,0.108314264,0.131880109,0.055263158,0.081530782,0.077821012
